date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:47:36	2618/2618	---MCZ	200	added ('OK')	text/xml	date:Thu,%2013%20Jan%202022%2023:47:36%20GMT	http://marqgray.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmarqgray.github.io%2Fportfolio%2Fcustom-video-player-ts%2F&format=xml	C:/My%20Web%20Sites/Portfolio/wp-json/oembed/1.0/embed7aaf	(from http://marqgray.github.io/portfolio/custom-video-player-ts/)
17:47:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jan%202022%2023:47:36%20GMT	http://marqgray.github.io/?p=3614	C:/My%20Web%20Sites/Portfolio/index51ca.html	(from http://marqgray.github.io/portfolio/custom-video-player-ts/)
17:47:36	1908/1908	---MCZ	200	added ('OK')	application/json	date:Thu,%2013%20Jan%202022%2023:47:36%20GMT	http://marqgray.github.io/wp-json/wp/v2/portfolio/3612	C:/My%20Web%20Sites/Portfolio/wp-json/wp/v2/portfolio/3612.json	(from http://marqgray.github.io/portfolio/movie-seat-booking-js/)
17:47:36	781/781	---MC-	200	added ('OK')	application/rss+xml	etag:%22f18d20cbab70eea1fde2ee262f600f05%22	http://marqgray.github.io/portfolio/movie-seat-booking-js/feed/	C:/My%20Web%20Sites/Portfolio/portfolio/movie-seat-booking-js/feed/index.html	(from http://marqgray.github.io/portfolio/movie-seat-booking-js/)
17:47:36	2495/2495	---MCZ	200	added ('OK')	application/json	date:Thu,%2013%20Jan%202022%2023:47:36%20GMT	http://marqgray.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmarqgray.github.io%2Fportfolio%2Fmovie-seat-booking-js%2F	C:/My%20Web%20Sites/Portfolio/wp-json/oembed/1.0/embedb0ef.json	(from http://marqgray.github.io/portfolio/movie-seat-booking-js/)
17:47:37	2613/2613	---MCZ	200	added ('OK')	text/xml	date:Thu,%2013%20Jan%202022%2023:47:36%20GMT	http://marqgray.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmarqgray.github.io%2Fportfolio%2Fmovie-seat-booking-js%2F&format=xml	C:/My%20Web%20Sites/Portfolio/wp-json/oembed/1.0/embedaf16	(from http://marqgray.github.io/portfolio/movie-seat-booking-js/)
17:47:37	3658/3658	---M--	200	added ('OK')	image/jpeg	etag:%2261da4ec4-e4a%22	http://marqgray.github.io/wp-content/uploads/2017/01/landscape2.jpg	C:/My%20Web%20Sites/Portfolio/wp-content/uploads/2017/01/landscape2.jpg	(from http://marqgray.github.io/portfolio/form-validator-js/)
17:47:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jan%202022%2023:47:37%20GMT	http://marqgray.github.io/?p=3612	C:/My%20Web%20Sites/Portfolio/index383a.html	(from http://marqgray.github.io/portfolio/movie-seat-booking-js/)
17:47:37	769/769	---MC-	200	added ('OK')	application/rss+xml	etag:%22d485eb13d22c2824ffd072bd25a334ad%22	http://marqgray.github.io/portfolio/form-validator-js/feed/	C:/My%20Web%20Sites/Portfolio/portfolio/form-validator-js/feed/index.html	(from http://marqgray.github.io/portfolio/form-validator-js/)
17:47:37	1896/1896	---MCZ	200	added ('OK')	application/json	date:Thu,%2013%20Jan%202022%2023:47:37%20GMT	http://marqgray.github.io/wp-json/wp/v2/portfolio/3610	C:/My%20Web%20Sites/Portfolio/wp-json/wp/v2/portfolio/3610.json	(from http://marqgray.github.io/portfolio/form-validator-js/)
17:47:37	2475/2475	---MCZ	200	added ('OK')	application/json	date:Thu,%2013%20Jan%202022%2023:47:37%20GMT	http://marqgray.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmarqgray.github.io%2Fportfolio%2Fform-validator-js%2F	C:/My%20Web%20Sites/Portfolio/wp-json/oembed/1.0/embed8203.json	(from http://marqgray.github.io/portfolio/form-validator-js/)
17:47:37	2593/2593	---MCZ	200	added ('OK')	text/xml	date:Thu,%2013%20Jan%202022%2023:47:37%20GMT	http://marqgray.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmarqgray.github.io%2Fportfolio%2Fform-validator-js%2F&format=xml	C:/My%20Web%20Sites/Portfolio/wp-json/oembed/1.0/embed5d75	(from http://marqgray.github.io/portfolio/form-validator-js/)
17:47:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jan%202022%2023:47:38%20GMT	http://marqgray.github.io/?p=3610	C:/My%20Web%20Sites/Portfolio/index3097.html	(from http://marqgray.github.io/portfolio/form-validator-js/)
17:47:38	136822/136822	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261da4841-21676%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-brands-400.eot	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:38	136822/136822	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261da4841-21676%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:38	78472/78472	---M--	200	added ('OK')	application/font-woff2	etag:%2261da4841-13288%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-brands-400.woff2	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:39	92136/92136	---M--	200	added ('OK')	application/font-woff	etag:%2261da4841-167e8%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-brands-400.woff	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:39	747545/747545	---M--	200	added ('OK')	image/svg+xml	etag:%2261da4841-b6819%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-brands-400.svg	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:40	136516/136516	---M--	200	added ('OK')	application/font-sfnt	etag:%2261da4841-21544%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-brands-400.ttf	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:40	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261da4841-862e%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-regular-400.eot	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:40	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261da4841-862e%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-regular-400d41d.eot	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:40	13588/13588	---M--	200	added ('OK')	application/font-woff2	etag:%2261da4841-3514%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-regular-400.woff2	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:41	16776/16776	---M--	200	added ('OK')	application/font-woff	etag:%2261da4841-4188%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-regular-400.woff	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:41	34052/34052	---M--	200	added ('OK')	application/font-sfnt	etag:%2261da4841-8504%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-regular-400.ttf	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:41	144714/144714	---M--	200	added ('OK')	image/svg+xml	etag:%2261da4841-2354a%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-regular-400.svg	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:42	80252/80252	---M--	200	added ('OK')	application/font-woff2	etag:%2261da4841-1397c%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-solid-900.woff2	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:42	917596/917596	---M--	200	added ('OK')	image/svg+xml	etag:%2261da4841-e005c%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-solid-900.svg	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:44	204814/204814	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261da4841-3200e%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-solid-900.eot	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:44	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261da4a99-2f68%22	http://marqgray.github.io/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from http://marqgray.github.io/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.14)
17:47:45	11968/11968	---M--	200	added ('OK')	application/font-sfnt	etag:%2261da4a99-2ec0%22	http://marqgray.github.io/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from http://marqgray.github.io/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.14)
17:47:45	189400/189400	---M--	200	added ('OK')	application/font-woff	etag:%2261da4841-2e3d8%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-solid-900.woff	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:45	13691/13691	---M--	200	added ('OK')	image/svg+xml	etag:%2261da4a99-357b%22	http://marqgray.github.io/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from http://marqgray.github.io/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.14)
17:47:45	236126/236126	---M--	200	added ('OK')	application/font-sfnt	etag:%2261da4841-39a5e%22	http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Portfolio/wp-content/themes/kalium/assets/vendors/font-awesome/webfonts/fa-solid-900.ttf	(from http://marqgray.github.io/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.4.4.001)
17:47:45	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%2261da4a99-146%22	http://marqgray.github.io/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/revslider/public/assets/css/openhand.cur	(from http://marqgray.github.io/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.14)
17:47:46	70/70	---M--	200	added ('OK')	image/png	etag:%2261da4a93-46%22	http://marqgray.github.io/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from http://marqgray.github.io/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.14)
17:47:46	70/70	---M--	200	added ('OK')	image/png	etag:%2261da4a93-46%22	http://marqgray.github.io/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from http://marqgray.github.io/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.14)
17:47:46	70/70	---M--	200	added ('OK')	image/png	etag:%2261da4a93-46%22	http://marqgray.github.io/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from http://marqgray.github.io/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.14)
17:47:46	71/71	---M--	200	added ('OK')	image/png	etag:%2261da4a93-47%22	http://marqgray.github.io/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from http://marqgray.github.io/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.14)
17:47:46	90/90	---M--	200	added ('OK')	image/png	etag:%2261da4a93-5a%22	http://marqgray.github.io/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from http://marqgray.github.io/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.14)
17:47:47	2545/2545	---M--	200	added ('OK')	image/gif	etag:%2261da4a93-9f1%22	http://marqgray.github.io/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from http://marqgray.github.io/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.14)
17:47:47	19585/19585	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202022%2023:47:47%20GMT	http://marqgray.github.io/dummy.png	C:/My%20Web%20Sites/Portfolio/dummy.png	(from http://marqgray.github.io/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.5.14)
17:47:48	20020/20020	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2013%20Jan%202022%2023:47:48%20GMT	https://player.vimeo.com/api/player.js	C:/My%20Web%20Sites/Portfolio/api/player.js	(from http://marqgray.github.io/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.5.14)
17:47:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jan%202022%2023:47:48%20GMT	http://marqgray.github.io/origin=https://	C:/My%20Web%20Sites/Portfolio/origin=https_/index.html	(from http://marqgray.github.io/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.5.14)
17:47:49	323/323	---M--	200	added ('OK')	image/png	etag:%2261da4db8-143%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/vc/info.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/vc/info.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:49	244/244	---M--	200	added ('OK')	image/png	etag:%2261da4db8-f4%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/vc/tick.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/vc/tick.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:49	495/495	---M--	200	added ('OK')	image/png	etag:%2261da4db8-1ef%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/vc/exclamation.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/vc/exclamation.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:49	712/712	---M--	200	added ('OK')	image/png	etag:%2261da4db5-2c8%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/address-book.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/address-book.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:49	841/841	---M--	200	added ('OK')	image/png	etag:%2261da4db5-349%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:50	694/694	---M--	200	added ('OK')	image/png	etag:%2261da4db5-2b6%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/anchor.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:50	544/544	---M--	200	added ('OK')	image/png	etag:%2261da4db5-220%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/application-image.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:50	590/590	---M--	200	added ('OK')	image/png	etag:%2261da4db5-24e%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/arrow.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:50	682/682	---M--	200	added ('OK')	image/png	etag:%2261da4db5-2aa%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:51	705/705	---M--	200	added ('OK')	image/png	etag:%2261da4db5-2c1%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:51	674/674	---M--	200	added ('OK')	image/png	etag:%2261da4db5-2a2%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/balloon.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/balloon.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:51	717/717	---M--	200	added ('OK')	image/png	etag:%2261da4db5-2cd%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:51	691/691	---M--	200	added ('OK')	image/png	etag:%2261da4db5-2b3%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:51	700/700	---M--	200	added ('OK')	image/png	etag:%2261da4db5-2bc%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:52	648/648	---M--	200	added ('OK')	image/png	etag:%2261da4db5-288%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:52	621/621	---M--	200	added ('OK')	image/png	etag:%2261da4db5-26d%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/binocular.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/binocular.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:52	688/688	---M--	200	added ('OK')	image/png	etag:%2261da4db5-2b0%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:52	700/700	---M--	200	added ('OK')	image/png	etag:%2261da4db5-2bc%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:53	647/647	---M--	200	added ('OK')	image/png	etag:%2261da4db5-287%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:53	763/763	---M--	200	added ('OK')	image/png	etag:%2261da4db5-2fb%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:53	690/690	---M--	200	added ('OK')	image/png	etag:%2261da4db5-2b2%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:53	709/709	---M--	200	added ('OK')	image/png	etag:%2261da4db5-2c5%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:53	691/691	---M--	200	added ('OK')	image/png	etag:%2261da4db5-2b3%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:54	635/635	---M--	200	added ('OK')	image/png	etag:%2261da4db5-27b%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:54	590/590	---M--	200	added ('OK')	image/png	etag:%2261da4db5-24e%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:54	635/635	---M--	200	added ('OK')	image/png	etag:%2261da4db5-27b%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/camera.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/camera.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:54	659/659	---M--	200	added ('OK')	image/png	etag:%2261da4db5-293%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/chart.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/chart.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:54	1686/1686	---M--	200	added ('OK')	image/png	etag:%2261da4db5-696%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
17:47:55	706/706	---M--	200	added ('OK')	image/png	etag:%2261da4db5-2c2%22	http://marqgray.github.io/wp-content/plugins/js_composer/assets/images/icons/clock.png	C:/My%20Web%20Sites/Portfolio/wp-content/plugins/js_composer/assets/images/icons/clock.png	(from http://marqgray.github.io/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0)
